server_timestamp,device_id,batch_count,sequence_number,device_timestamp,message_type,payload,client_address,delay_seconds,duplicate_flag,gap_flag,packet_size,cpu_time_ms
 10/12/2025 03:22:33,1,3,38, 10/12/2025 03:22:33.893,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.893,0,0,22,0.0903
 10/12/2025 03:22:34,1,5,39, 10/12/2025 03:22:34.894,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.894,0,0,31,0.0709
 10/12/2025 03:22:35,1,2,40, 10/12/2025 03:22:35.895,DATA,"24.2,3.8",127.0.0.1:54149,0.896,0,0,17,0.1483
 10/12/2025 03:22:36,1,4,41, 10/12/2025 03:22:36.896,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.897,0,0,26,0.0874
 10/12/2025 03:22:37,1,3,42, 10/12/2025 03:22:37.897,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.898,0,0,22,0.0876
 10/12/2025 03:22:38,1,5,43, 10/12/2025 03:22:38.898,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.899,0,0,31,0.0815
 10/12/2025 03:22:39,1,2,44, 10/12/2025 03:22:39.899,DATA,"24.2,3.8",127.0.0.1:54149,0.9,0,0,17,0.0844
 10/12/2025 03:22:40,1,3,46, 10/12/2025 03:22:40.900,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.901,0,0,22,0.0193
 10/12/2025 03:22:41,1,5,47, 10/12/2025 03:22:41.902,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.903,0,0,31,0.0901
 10/12/2025 03:22:42,1,2,48, 10/12/2025 03:22:42.903,DATA,"24.2,3.8",127.0.0.1:54149,0.904,0,0,17,0.0515
 10/12/2025 03:22:45,1,4,49, 10/12/2025 03:22:45.121,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.122,0,0,26,0.0770
 10/12/2025 03:22:46,1,3,50, 10/12/2025 03:22:46.122,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.123,0,0,22,0.0661
 10/12/2025 03:22:47,1,5,51, 10/12/2025 03:22:47.124,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.124,0,0,31,0.0857
 10/12/2025 03:22:48,1,2,52, 10/12/2025 03:22:48.125,DATA,"24.2,3.8",127.0.0.1:54149,0.125,0,0,17,0.0830
 10/12/2025 03:22:49,1,4,53, 10/12/2025 03:22:49.125,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.126,0,0,26,0.0735
 10/12/2025 03:22:50,1,3,54, 10/12/2025 03:22:50.127,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.127,0,0,22,0.0803
 10/12/2025 03:22:51,1,5,55, 10/12/2025 03:22:51.127,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.128,0,0,31,0.0740
 10/12/2025 03:22:52,1,4,57, 10/12/2025 03:22:52.128,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.129,0,0,26,0.0368
 10/12/2025 03:22:53,1,3,58, 10/12/2025 03:22:53.129,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.13,0,0,22,0.0721
 10/12/2025 03:22:54,1,5,59, 10/12/2025 03:22:54.130,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.131,0,0,31,0.0708
 10/12/2025 03:22:55,1,2,60, 10/12/2025 03:22:55.132,DATA,"24.2,3.8",127.0.0.1:54149,0.133,0,0,17,0.1037
 10/12/2025 03:22:56,1,4,61, 10/12/2025 03:22:56.133,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.134,0,0,26,0.0712
 10/12/2025 03:22:57,1,3,62, 10/12/2025 03:22:57.135,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.136,0,0,22,0.0916
